ymd,hotel_id,advertiser_id,n_clickouts,n_bookings
20230803,50,24,2,0
20230803,50,39,2,0
20230803,51,1,3,0
20230803,51,2,2,0
20230803,51,15,13,0
20230803,51,19,5,0
20230803,51,31,4,0
20230803,52,3,1,0
20230803,52,5,11,1
20230803,52,17,1,0
20230803,52,21,1,0
20230803,52,36,8,0
20230803,52,37,12,0
20230803,52,39,11,0
20230803,52,41,1,0
20230803,53,1,4,0
20230803,53,24,1,0
20230803,53,37,1,0
20230803,54,14,1,0
20230803,54,21,1,0
20230803,54,24,2,0
20230803,54,33,2,0
20230803,54,37,4,0
20230803,55,4,1,0
20230803,55,15,3,0
20230803,55,21,2,0
20230803,55,24,1,0
20230803,55,31,2,0
20230803,55,36,5,0
20230803,55,37,6,0
20230803,56,1,1,0
20230803,56,2,10,0
20230803,56,5,3,0
20230803,56,15,1,0
20230803,56,17,1,0
20230803,56,21,1,0
20230803,56,39,56,0
20230803,57,18,55,0
20230803,58,24,3,0
20230803,58,37,11,0
20230803,58,39,2,0
20230803,59,1,1,0
20230803,59,5,8,0
20230803,59,37,2,0
20230803,59,39,35,2
20230803,60,5,17,1
20230803,60,39,2,0
20230803,61,21,1,0
20230803,61,24,12,1
20230803,61,25,6,0
20230803,61,37,5,0
20230803,62,3,1,0
20230803,62,14,1,0
20230803,62,37,4,0
20230803,62,39,31,0
20230803,63,1,19,0
20230803,63,5,1,0
20230803,63,8,5,0
20230803,63,24,2,0
20230803,63,37,2,0
20230803,63,39,16,1
20230803,63,41,1,0
20230803,64,1,1,0
20230803,64,5,14,0
20230803,64,14,1,0
20230803,64,24,1,0
20230803,64,34,1,0
20230803,64,39,1,0
20230803,65,1,3,0
20230803,65,4,1,0
20230803,65,5,10,0
20230803,65,24,7,1
20230803,65,37,1,0
20230803,65,39,17,0
20230803,65,41,1,0
20230803,66,1,1,0
20230803,66,2,3,0
20230803,66,5,25,0
20230803,66,14,1,0
20230803,66,37,7,0
20230803,66,39,2,0
20230803,67,5,5,0
20230803,67,37,12,0
20230803,67,39,7,0
20230803,68,5,24,1
20230803,68,14,1,0
20230803,68,24,4,0
20230803,68,37,2,0
20230803,68,39,28,0
20230803,69,1,6,0
20230803,69,5,41,0
20230803,69,8,2,0
20230803,69,17,3,0
20230803,69,34,1,0
20230803,69,39,180,2
20230803,70,37,3,0
20230803,70,39,1,0
20230803,71,5,7,0
20230803,71,14,1,0
20230803,71,24,1,0
20230803,71,34,1,0
20230803,71,37,7,0
20230803,71,39,20,1
20230803,71,41,2,0
20230803,72,5,16,0
20230803,72,37,1,0
20230803,72,39,5,1
20230803,73,3,1,0
20230803,73,5,367,10
20230803,73,9,1,0
20230803,73,12,1,0
20230803,73,17,5,0
20230803,73,24,8,0
20230803,73,31,9,0
20230803,73,37,57,2
20230803,73,38,2,0
20230803,73,39,359,17
20230803,74,3,2,0
20230803,74,5,217,10
20230803,74,24,4,0
20230803,74,37,4,0
20230803,74,39,3,0
20230803,75,1,7,0
20230803,75,5,27,0
20230803,75,17,1,0
20230803,75,24,6,0
20230803,75,37,7,0
20230803,75,39,18,3
20230803,76,1,2,0
20230803,76,5,2,0
20230803,76,24,1,0
20230803,76,39,38,0
20230803,77,5,27,1
20230803,77,24,3,0
20230803,77,39,3,0
20230803,78,5,10,0
20230803,78,8,1,0
20230803,78,17,1,0
20230803,78,39,73,2
20230803,79,5,18,2
20230803,79,24,1,0
20230803,79,37,1,0
20230803,80,1,9,0
20230803,80,5,52,2
20230803,80,9,1,0
20230803,80,24,11,0
20230803,80,39,16,1
20230803,81,5,28,0
20230803,81,24,1,0
20230803,81,39,1,0
20230803,82,5,47,1
20230803,82,8,6,0
20230803,82,18,1,0
20230803,82,19,2,0
20230803,82,24,15,0
20230803,82,37,23,0
20230803,82,39,10,0
20230803,83,5,13,0
20230803,83,8,1,0
20230803,83,14,1,0
20230803,83,24,4,1
20230803,83,39,3,1
20230803,84,5,15,0
20230803,84,39,3,0
20230803,85,1,1,0
20230803,85,5,2,0
20230803,85,8,1,0
20230803,85,24,1,0
20230803,85,39,13,0
20230803,86,5,14,1
20230803,86,24,8,0
20230803,86,39,8,1
20230803,87,37,2,0
20230803,87,39,20,1
20230803,88,1,4,0
20230803,88,3,5,0
20230803,88,4,5,0
20230803,88,5,2,0
20230803,88,24,1,0
20230803,88,37,22,0
20230803,88,39,2,0
20230803,89,5,10,1
20230803,89,8,3,0
20230803,89,37,2,0
20230803,89,39,6,1
20230803,90,1,2,1
20230803,90,5,21,0
20230803,90,24,2,0
20230803,90,37,1,0
20230803,90,39,13,1
20230803,91,1,11,4
20230803,91,3,1,0
20230803,91,5,3,0
20230803,91,9,1,0
20230803,91,37,3,0
20230803,92,5,58,0
20230803,92,24,2,0
20230803,92,37,2,0
20230803,92,39,14,0
20230803,93,1,1,0
20230803,93,3,1,0
20230803,93,5,6,1
20230803,93,24,4,0
20230803,93,37,5,0
20230803,94,5,4,0
20230803,95,5,2,1
20230803,95,19,2,0
20230803,95,24,2,0
20230803,95,31,1,0
20230803,95,37,8,0
20230803,95,39,3,0
20230803,96,5,1,0
20230803,96,8,1,0
20230803,96,37,18,2
20230803,96,39,4,1
20230803,96,41,1,0
20230803,97,1,3,0
20230803,97,5,33,1
20230803,97,24,2,0
20230803,97,37,1,0
20230803,97,39,10,0
20230803,98,5,14,0
20230803,98,24,1,0
20230803,99,1,2,1
20230803,99,5,17,0
20230803,99,24,4,0
20230803,99,31,1,0
20230803,99,37,20,1
20230803,99,38,1,0
20230803,99,39,1,0
20230803,100,5,30,0
20230803,100,24,1,1
20230803,100,37,1,0
20230803,100,39,1,0
20230803,100,41,5,0
20230803,101,2,3,0
20230803,101,5,16,0
20230803,101,39,4,0
20230803,102,5,16,0
20230803,102,24,2,0
20230803,102,39,22,0
20230803,103,1,32,0
20230803,103,3,4,0
20230803,103,5,181,3
20230803,103,8,3,0
20230803,103,14,3,0
20230803,103,24,5,0
20230803,103,31,1,0
20230803,103,37,2,1
20230803,103,39,2,0
20230803,104,5,21,1
20230803,104,37,1,0
20230803,104,39,3,1
20230803,105,5,26,0
20230803,105,24,3,0
20230803,105,37,6,0
20230803,106,5,19,0
20230803,106,37,2,0
20230803,107,5,33,2
20230803,107,15,6,0
20230803,107,24,1,0
20230803,107,37,7,0
20230803,108,1,1,0
20230803,108,2,5,0
20230803,108,5,14,0
20230803,108,24,7,2
20230803,108,37,15,2
20230803,108,39,5,0
20230803,109,1,2,0
20230803,109,5,70,5
20230803,109,31,2,0
20230803,109,37,11,1
20230803,109,39,1,0
20230803,110,5,64,0
20230803,110,31,2,0
20230803,110,37,7,1
20230803,111,1,1,0
20230803,111,5,23,1
20230803,111,24,1,0
20230803,111,37,1,0
20230803,111,39,13,1
20230803,112,5,3,0
20230803,112,39,2,0
20230803,113,5,109,3
20230803,113,9,1,0
20230803,113,15,2,0
20230803,113,37,55,2
20230803,113,39,5,0
20230803,114,5,17,1
20230803,114,24,2,0
20230803,114,39,12,0
20230803,115,5,7,0
20230803,115,19,3,0
20230803,115,37,5,0
20230803,115,39,2,0
20230803,115,41,1,0
20230803,116,1,3,0
20230803,116,5,30,1
20230803,116,24,1,0
20230803,116,37,3,0
20230803,117,1,26,2
20230803,117,5,1,0
20230803,117,39,2,0
20230803,118,5,9,1
20230803,118,24,1,0
20230803,118,39,10,1
20230803,119,5,14,0
20230803,119,14,1,0
20230803,119,24,8,0
20230803,119,39,8,0
20230803,120,1,2,0
20230803,120,5,27,0
20230803,120,15,1,0
20230803,120,17,2,0
20230803,120,31,1,0
20230803,120,37,5,0
20230803,120,39,2,0
20230803,121,5,22,1
20230803,121,22,2,0
20230803,121,24,1,0
20230803,122,5,4,0
20230803,122,24,1,0
20230803,122,39,14,0
20230803,123,5,10,0
20230803,123,17,1,0
20230803,123,24,1,0
20230803,123,39,9,0
20230803,124,37,23,3
20230803,124,39,1,0
20230803,125,1,1,0
20230803,125,5,22,3
20230803,125,39,4,0
20230803,126,5,74,0
20230803,126,17,1,0
20230803,126,24,1,0
20230803,126,39,1,0
20230803,127,5,7,1
20230803,127,24,1,0
20230803,127,37,1,0
20230803,127,39,40,2
20230803,128,5,2,0
20230803,128,24,1,0
20230803,128,37,1,0
20230803,128,39,58,2
20230803,129,5,15,1
20230803,129,8,1,0
20230803,129,39,2,1
20230803,130,5,3,0
20230803,130,37,21,0
20230803,131,5,54,5
20230803,131,8,4,0
20230803,131,39,10,0
20230803,132,1,1,0
20230803,132,5,2,1
20230803,132,24,1,0
20230803,132,39,24,0
20230803,133,5,66,2
20230803,133,8,1,0
20230803,133,9,2,0
20230803,133,24,1,0
20230803,134,1,4,0
20230803,134,5,24,1
20230803,134,31,1,0
20230803,134,37,5,0
20230803,134,39,2,0
20230803,135,5,4,0
20230803,135,26,23,0
20230803,135,34,1,0
20230803,135,37,1,0
20230803,135,39,10,0
20230803,136,5,2,0
20230803,136,14,1,0
20230803,136,39,53,0
20230803,137,3,1,0
20230803,137,5,2,0
20230803,137,24,6,0
20230803,137,37,1,0
20230803,137,39,4,0
20230803,138,1,14,1
20230803,138,17,1,0
20230803,138,24,1,0
20230803,138,33,1,0
20230803,138,37,1,0
20230803,139,17,1,0
20230803,139,21,2,0
20230803,139,24,2,0
20230803,139,25,7,0
20230803,139,37,1,0
20230803,139,39,2,0
20230803,140,3,1,0
20230803,140,5,27,1
20230803,140,15,1,0
20230803,140,18,1,0
20230803,140,19,1,0
20230803,140,21,7,0
20230803,140,24,12,1
20230803,140,37,1,0
20230803,141,5,4,1
20230803,141,15,1,0
20230803,141,24,5,0
20230803,141,37,3,0
20230803,141,43,112,1
20230803,142,1,2,0
20230803,142,5,7,0
20230803,142,24,6,0
20230803,142,39,1,0
20230803,143,5,6,0
20230803,143,37,3,0
20230803,143,39,3,1
20230803,144,5,18,0
20230803,144,8,5,0
20230803,144,14,1,0
20230803,144,24,2,0
20230803,145,5,51,1
20230803,145,16,3,0
20230803,145,39,4,0
20230803,146,11,49,0
20230803,146,37,1,0
20230803,147,5,10,0
20230803,148,5,65,1
20230803,148,24,5,0
20230803,148,31,1,0
20230803,148,39,35,1
20230803,149,5,16,2
20230803,149,8,2,0
20230803,149,24,1,0
20230803,150,5,10,0
20230803,150,34,1,0
20230803,150,39,8,0
20230803,151,5,40,0
20230803,151,8,1,0
20230803,151,24,4,0
20230803,151,37,10,1
20230803,151,39,9,0
20230803,151,41,4,0
20230803,152,5,13,3
20230803,152,24,1,0
20230803,153,5,4,0
20230803,153,8,1,0
20230803,153,34,1,0
20230803,153,39,6,1
20230803,154,5,1,0
20230803,154,24,4,1
20230803,154,39,21,1
20230803,155,5,2,0
20230803,155,24,5,0
20230803,155,37,8,0
20230803,155,39,12,0
20230803,156,5,18,0
20230803,156,17,1,0
20230803,156,24,1,0
20230803,156,37,2,0
20230803,156,39,24,0
20230803,156,41,1,0
20230803,157,3,2,0
20230803,157,15,6,0
20230803,157,17,3,0
20230803,157,19,32,0
20230803,157,21,9,0
20230803,157,24,3,0
20230803,157,37,1,0
20230803,157,39,4,0
20230803,158,5,16,1
20230803,159,3,1,0
20230803,159,5,18,0
20230803,159,21,7,1
20230803,159,24,5,0
20230803,159,37,10,0
20230803,159,39,3,0
20230803,159,41,1,0
20230803,160,5,18,1
20230803,160,24,1,0
20230803,160,37,1,0
20230803,160,39,7,0
20230803,161,1,1,0
20230803,161,5,39,0
20230803,161,37,1,0
20230803,162,5,86,1
20230803,162,39,2,1
20230803,163,5,4,1
20230803,163,8,2,0
20230803,163,15,1,0
20230803,163,34,1,0
20230803,163,39,8,0
20230803,163,41,1,0
20230803,164,4,11,0
20230803,164,37,15,0
20230803,165,5,1,0
20230803,165,8,2,0
20230803,165,37,10,0
20230803,165,39,19,0
20230803,166,5,45,0
20230803,166,14,1,0
20230803,166,24,1,0
20230803,166,39,1,0
20230803,167,5,4,0
20230803,167,16,1,0
20230803,167,37,5,0
20230803,167,39,40,0
20230803,168,1,1,0
20230803,168,5,6,0
20230803,168,39,39,2
20230803,168,41,1,0
20230803,169,1,1,0
20230803,169,39,15,1
20230803,170,5,5,0
20230803,170,14,1,0
20230803,170,24,1,0
20230803,170,37,2,1
20230803,170,39,5,0
20230803,170,41,1,0
20230803,171,2,16,2
20230803,171,5,9,0
20230803,171,16,12,0
20230803,172,5,26,0
20230803,172,35,1,0
20230803,172,37,2,0
20230803,172,39,11,1
20230803,173,5,6,0
20230803,173,14,1,0
20230803,173,16,3,0
20230803,173,20,3,0
20230803,173,24,1,0
20230803,174,5,14,0
20230803,174,37,3,0
20230803,174,38,2,0
20230803,174,39,2,0
20230803,175,1,2,0
20230803,175,5,32,0
20230803,176,5,100,0
20230803,176,8,5,0
20230803,176,9,2,0
20230803,176,24,3,0
20230803,176,34,1,0
20230803,176,37,1,0
20230803,176,39,156,1
20230803,177,1,1,0
20230803,177,23,68,0
20230803,177,24,3,0
20230803,177,36,5,0
20230803,178,1,1,0
20230803,178,5,18,1
20230803,178,8,1,0
20230803,178,15,1,0
20230803,178,37,8,1
20230803,179,2,1,0
20230803,179,5,19,1
20230803,179,24,1,1
20230803,179,39,27,1
20230803,180,5,47,1
20230803,180,30,2,0
20230803,180,39,1,0
20230803,181,1,2,0
20230803,181,5,2,0
20230803,181,37,6,0
20230803,182,3,3,0
20230803,182,4,1,0
20230803,182,5,99,0
20230803,182,15,6,0
20230803,182,17,3,0
20230803,182,19,1,0
20230803,182,21,3,0
20230803,182,24,9,1
20230803,182,34,1,0
20230803,182,37,19,0
20230803,182,38,1,0
20230803,182,39,15,0
20230803,183,3,11,0
20230803,183,21,3,0
20230803,183,39,5,0
20230803,183,41,3,0
20230803,184,1,1,0
20230803,184,5,57,0
20230803,184,24,7,0
20230803,185,5,1,0
20230803,185,24,3,1
20230803,185,31,3,0
20230803,185,37,13,1
20230803,186,17,1,0
20230803,186,37,12,0
20230803,187,2,22,0
20230803,187,16,10,0
20230803,188,3,1,0
20230803,188,5,47,1
20230803,188,14,4,0
20230803,188,34,1,0
20230803,188,36,2,0
20230803,188,37,5,0
20230803,188,39,36,0
20230803,188,40,9,0
20230803,189,3,2,0
20230803,189,17,5,0
20230803,189,19,1,0
20230803,190,1,1,0
20230803,190,5,7,0
20230803,190,24,6,0
20230803,190,37,5,0
20230803,190,38,1,0
20230803,190,39,7,0
20230803,190,41,2,0
20230803,191,3,2,0
20230803,191,5,22,0
20230803,191,15,4,0
20230803,191,37,12,0
20230803,191,39,7,1
20230803,192,5,24,0
20230803,192,24,2,0
20230803,193,5,21,0
20230803,193,39,8,0
20230803,194,1,10,0
20230803,194,5,10,0
20230803,194,24,1,0
20230803,194,39,12,0
20230803,195,5,10,1
20230803,195,8,7,0
20230803,195,14,1,0
20230803,195,31,1,0
20230803,195,39,6,0
20230803,196,5,20,0
20230803,196,8,35,0
20230803,196,24,5,0
20230803,196,39,17,0
20230803,197,5,5,0
20230803,197,21,2,0
20230803,197,24,1,0
20230803,197,36,1,0
20230803,197,37,7,0
20230803,197,39,3,0
20230803,198,5,1,0
20230803,198,8,1,0
20230803,198,24,3,0
20230803,198,37,6,1
20230803,198,39,18,0
20230803,199,5,28,0
20230803,199,24,2,0
20230803,199,37,1,0
20230803,199,39,1,0
20230803,200,8,1,0
20230803,200,24,4,0
20230803,200,37,2,0
20230803,200,38,4,0
20230803,201,5,10,0
20230803,201,20,3,0
20230803,201,37,25,0
20230803,202,5,68,0
20230803,202,8,8,0
20230803,202,9,1,0
20230803,202,12,1,0
20230803,202,34,1,0
20230803,202,39,43,0
20230803,203,5,42,2
20230803,203,14,1,0
20230803,203,39,4,0
20230803,204,5,20,1
20230803,204,36,1,0
20230803,204,37,8,1
20230803,204,39,1,1
20230803,205,5,16,4
20230803,205,39,4,0
20230803,206,8,1,0
20230803,206,23,55,0
20230803,207,5,5,0
20230803,207,17,3,0
20230803,207,39,21,1
20230803,208,5,22,1
20230803,208,32,8,0
20230803,208,34,2,1
20230803,208,39,4,0
20230803,209,5,15,0
20230803,209,39,1,0
20230803,209,41,3,0
20230803,210,5,11,0
20230803,210,39,23,0
20230803,211,14,1,0
20230803,211,19,1,0
20230803,211,21,21,0
20230803,211,24,1,0
20230803,211,35,2,0
20230803,211,37,1,0
20230803,211,39,25,0
20230803,212,5,4,0
20230803,212,6,47,0
20230803,212,39,8,1
20230803,213,5,7,0
20230803,213,7,5,1
20230803,213,21,5,0
20230803,213,39,24,1
20230803,214,5,17,0
20230803,215,5,3,0
20230803,215,24,1,0
20230803,215,37,17,0
20230803,215,39,2,0
20230803,215,41,4,0
20230803,216,1,1,0
20230803,216,4,80,1
20230803,217,5,56,1
20230803,217,39,22,0
20230803,218,5,12,0
20230803,219,1,1,0
20230803,219,5,5,0
20230803,219,39,12,1
20230803,220,3,1,0
20230803,220,5,6,0
20230803,220,34,1,0
20230803,220,39,17,0
20230803,221,5,20,0
20230803,221,17,2,0
20230803,221,19,2,0
20230803,221,37,34,0
20230803,221,39,2,0
20230803,222,5,10,0
20230803,222,13,2,0
20230803,222,21,2,0
20230803,222,34,1,0
20230803,222,39,24,0
20230803,223,5,13,0
20230803,223,25,4,0
20230803,223,39,6,0
20230803,224,8,2,0
20230803,224,39,33,1
20230804,1,1,2,0
20230804,1,5,138,3
20230804,1,9,1,0
20230804,1,17,6,0
20230804,1,37,1,0
20230804,1,39,2,0
20230804,2,5,38,1
20230804,2,39,2,0
20230804,3,5,9,0
20230804,3,37,5,0
20230804,3,39,14,1
20230804,4,1,1,0
20230804,4,5,49,0
20230804,4,34,2,0
20230804,5,5,77,4
20230804,5,24,11,2
20230804,5,31,1,0
20230804,5,37,6,0
20230804,5,39,21,0
20230804,6,5,20,0
20230804,6,17,1,0
20230804,6,24,3,0
20230804,6,29,1,0
20230804,6,37,5,1
20230804,6,39,3,0
20230804,7,1,27,1
20230804,7,24,1,0
20230804,7,37,12,1
20230804,8,1,26,1
20230804,8,24,5,0
20230804,8,36,1,0
20230804,8,37,19,0
20230804,9,1,2,1
20230804,9,14,4,0
20230804,9,24,3,0
20230804,9,36,1,0
20230804,9,37,3,0
20230804,10,5,16,1
20230804,10,17,3,0
20230804,10,24,2,0
20230804,10,35,1,0
20230804,10,37,6,2
20230804,10,38,2,0
20230804,11,5,12,0
20230804,11,24,2,0
20230804,11,37,1,0
20230804,11,39,5,0
20230804,12,5,25,0
20230804,12,37,6,0
20230804,12,41,1,0
20230804,13,1,8,0
20230804,13,5,20,0
20230804,13,24,1,0
20230804,13,37,4,1
20230804,14,5,44,1
20230804,14,24,2,0
20230804,14,37,6,0
20230804,14,39,1,0
20230804,15,5,25,2
20230804,15,8,1,0
20230804,15,19,1,0
20230804,15,21,2,0
20230804,15,24,2,0
20230804,15,37,22,2
20230804,15,39,10,1
20230804,16,3,1,0
20230804,16,5,6,0
20230804,16,24,7,0
20230804,16,37,2,0
20230804,16,39,8,1
20230804,17,1,33,0
20230804,17,2,12,1
20230804,17,5,9,0
20230804,17,17,2,0
20230804,17,24,14,1
20230804,17,37,12,0
20230804,17,39,5,0
20230804,18,5,23,0
20230804,18,17,1,0
20230804,18,37,1,0
20230804,18,38,2,0
20230804,18,39,1,0
20230804,19,2,1,0
20230804,19,5,3,0
20230804,19,24,1,0
20230804,19,37,13,0
20230804,19,39,3,0
20230804,20,5,23,1
20230804,20,8,1,0
20230804,20,37,3,1
20230804,21,3,7,0
20230804,21,5,254,4
20230804,21,15,3,0
20230804,21,17,3,0
20230804,21,19,1,0
20230804,21,24,7,0
20230804,21,37,37,1
20230804,21,39,15,0
20230804,21,41,3,0
20230804,22,3,1,0
20230804,22,5,133,4
20230804,22,17,1,0
20230804,22,36,1,0
20230804,22,37,7,0
20230804,22,38,1,0
20230804,22,39,5,0
20230804,22,41,4,0
20230804,23,3,1,0
20230804,23,5,106,3
20230804,23,15,3,1
20230804,23,17,1,0
20230804,23,19,3,0
20230804,23,31,1,0
20230804,23,36,1,0
20230804,23,37,5,0
20230804,24,3,13,0
20230804,24,5,129,0
20230804,24,14,1,0
20230804,24,17,2,0
20230804,24,19,1,0
20230804,24,24,7,0
20230804,24,34,1,0
20230804,24,36,34,0
20230804,24,37,12,0
20230804,24,39,9,0
20230804,25,5,22,0
20230804,25,8,1,0
20230804,25,31,1,0
20230804,25,34,1,0
20230804,25,37,6,0
20230804,26,1,15,1
20230804,26,5,543,20
20230804,26,24,14,1
20230804,26,28,1,0
20230804,26,37,20,0
20230804,26,39,5,0
20230804,26,41,1,0
20230804,27,5,45,1
20230804,27,13,1,0
20230804,27,19,2,0
20230804,27,24,2,0
20230804,27,37,1,0
20230804,27,39,3,1
20230804,27,41,2,0
20230804,28,1,3,0
20230804,28,5,32,0
20230804,28,24,2,0
20230804,29,5,20,1
20230804,29,8,1,0
20230804,29,37,5,0
20230804,30,1,2,0
20230804,30,5,101,2
20230804,30,21,2,0
20230804,30,24,4,0
20230804,30,29,1,0
20230804,30,37,12,0
20230804,30,39,8,0
20230804,31,5,174,1
20230804,31,15,2,0
20230804,31,24,3,0
20230804,31,37,4,0
20230804,31,38,1,0
20230804,31,39,3,0
20230804,32,3,7,0
20230804,32,5,85,0
20230804,32,14,10,0
20230804,32,21,1,0
20230804,32,24,1,0
20230804,32,36,11,0
20230804,32,37,18,3
20230804,32,38,3,0
20230804,33,1,2,0
20230804,33,3,10,0
20230804,33,5,110,8
20230804,33,8,2,0
20230804,33,17,19,1
20230804,33,19,5,0
20230804,33,24,9,1
20230804,33,31,7,0
20230804,33,38,3,0
20230804,33,39,6,1
20230804,33,41,5,0
20230804,34,3,5,0
20230804,34,5,28,0
20230804,34,24,2,0
20230804,34,36,1,0
20230804,34,37,23,0
20230804,34,39,1,0
20230804,35,3,12,0
20230804,35,5,126,2
20230804,35,8,1,0
20230804,35,15,1,0
20230804,35,19,2,0
20230804,35,24,5,0
20230804,35,36,6,0
20230804,35,37,88,7
20230804,35,39,62,0
20230804,35,41,8,0
20230804,36,3,5,0
20230804,36,5,709,13
20230804,36,12,2,0
20230804,36,15,1,0
20230804,36,19,3,0
20230804,36,24,2,0
20230804,36,31,1,0
20230804,36,34,5,0
20230804,36,36,35,0
20230804,36,37,13,1
20230804,36,39,5,0
20230804,36,41,34,0
20230804,37,1,1,0
20230804,37,5,30,2
20230804,37,8,9,0
20230804,37,14,2,0
20230804,37,18,2,0
20230804,37,21,3,0
20230804,37,24,12,1
20230804,37,31,1,0
20230804,37,39,2,0
20230804,38,5,145,6
20230804,38,8,2,0
20230804,38,9,1,0
20230804,38,19,2,0
20230804,38,24,4,0
20230804,38,28,1,0
20230804,38,29,4,0
20230804,38,31,1,0
20230804,38,34,1,0
20230804,38,37,57,9
20230804,39,3,1,0
20230804,39,5,1,0
20230804,39,8,1,0
20230804,39,19,1,0
20230804,39,21,2,0
20230804,39,24,10,1
20230804,39,37,34,1
20230804,40,3,1,0
20230804,40,5,1,0
20230804,40,14,2,0
20230804,40,36,9,0
20230804,40,37,2,0
20230804,40,39,4,0
20230804,41,5,5,0
20230804,41,17,1,0
20230804,41,21,1,0
20230804,41,24,12,1
20230804,41,37,19,1
20230804,41,39,3,1
20230804,41,41,1,0
20230804,42,5,12,0
20230804,42,37,5,0
20230804,42,39,7,0
20230804,42,41,1,0
20230804,43,5,31,2
20230804,43,24,5,0
20230804,43,39,12,0
20230804,44,5,8,0
20230804,44,17,1,0
20230804,44,24,3,0
20230804,45,1,1,0
20230804,45,2,18,0
20230804,45,5,2,0
20230804,45,24,1,0
20230804,45,37,4,1
20230804,46,17,1,0
20230804,46,24,2,0
20230804,46,37,3,0
20230804,46,39,11,0
20230804,47,3,1,0
20230804,47,5,79,0
20230804,47,24,1,0
20230804,47,26,12,0
20230804,47,37,2,0
20230804,47,39,26,0
20230804,48,1,7,0
20230804,48,17,1,0
20230804,48,35,1,0
20230804,48,36,2,0
20230804,48,37,11,0
20230804,49,3,1,0
20230804,49,5,1,0
20230804,49,21,1,0
20230804,49,24,1,0
20230804,49,26,13,1
20230804,49,34,1,0
20230804,50,5,2,0
20230804,50,33,2,0
20230804,50,39,3,0
20230804,51,1,3,0
20230804,51,15,3,0
20230804,51,19,3,0
20230804,52,5,11,0
20230804,52,19,1,0
20230804,52,24,5,0
20230804,52,36,10,0
20230804,52,37,16,1
20230804,52,38,1,0
20230804,52,39,8,1
20230804,53,1,7,0
20230804,53,21,2,0
20230804,53,24,1,0
20230804,53,37,1,0
20230804,53,39,9,0
20230804,54,1,1,0
20230804,54,5,1,0
20230804,54,19,1,0
20230804,54,21,5,0
20230804,54,24,3,0
20230804,54,33,2,0
20230804,54,36,1,0
20230804,54,37,3,0
20230804,55,15,4,0
20230804,55,19,1,0
20230804,55,21,1,0
20230804,55,24,1,0
20230804,55,36,4,0
20230804,55,37,8,0
20230804,56,1,5,0
20230804,56,2,4,0
20230804,56,8,1,0
20230804,56,17,1,0
20230804,56,21,1,0
20230804,56,39,33,0
20230804,57,5,2,0
20230804,57,18,62,1
20230804,57,24,3,0
20230804,58,5,1,0
20230804,58,24,11,0
20230804,58,37,31,2
20230804,59,5,10,1
20230804,59,14,1,0
20230804,59,17,1,0
20230804,59,37,1,0
20230804,59,39,30,0
20230804,60,5,19,0
20230804,60,39,2,0
20230804,61,21,1,0
20230804,61,24,13,0
20230804,61,25,5,0
20230804,61,34,1,0
20230804,61,37,5,0
20230804,61,39,1,0
20230804,62,5,1,0
20230804,62,24,1,0
20230804,62,37,15,0
20230804,62,39,6,0
20230804,63,1,23,1
20230804,63,3,1,0
20230804,63,5,8,0
20230804,63,8,3,0
20230804,63,24,6,0
20230804,63,31,1,0
20230804,63,37,8,0
20230804,63,39,8,0
20230804,64,5,17,0
20230804,65,1,1,0
20230804,65,4,2,0
20230804,65,5,4,0
20230804,65,24,8,0
20230804,65,37,1,0
20230804,65,39,52,3
20230804,66,2,3,0
20230804,66,5,21,0
20230804,66,24,2,0
20230804,66,37,1,0
20230804,67,5,13,0
20230804,67,37,8,1
20230804,67,39,1,0
20230804,68,5,22,0
20230804,68,8,3,0
20230804,68,24,2,0
20230804,68,39,23,0
20230804,69,1,3,0
20230804,69,5,74,1
20230804,69,8,1,0
20230804,69,34,1,0
20230804,69,39,54,0
20230804,70,37,3,0
20230804,70,39,16,0
20230804,71,5,6,0
20230804,71,24,7,1
20230804,71,37,3,0
20230804,71,39,13,3
20230804,72,5,23,1
20230804,72,37,1,0
20230804,73,5,391,9
20230804,73,8,1,0
20230804,73,9,1,0
20230804,73,17,1,0
20230804,73,24,10,0
20230804,73,31,2,0
20230804,73,37,37,0
20230804,73,39,237,16
20230804,74,1,2,0
20230804,74,3,1,0
20230804,74,5,286,18
20230804,74,17,2,0
20230804,74,24,3,0
20230804,74,37,6,0
20230804,74,39,1,0
20230804,75,1,4,0
20230804,75,5,31,2
20230804,75,12,1,0
20230804,75,24,1,0
20230804,75,37,5,0
20230804,75,39,5,1
20230804,76,5,11,0
20230804,76,9,1,0
20230804,76,24,1,0
20230804,76,39,22,1
20230804,77,5,19,0
20230804,77,8,1,0
20230804,77,37,2,0
20230804,77,39,1,0
20230804,78,5,19,0
20230804,78,8,3,0
20230804,78,39,85,1
20230804,79,5,29,0
20230804,79,37,4,0
20230804,80,1,3,0
20230804,80,5,56,2
20230804,80,8,2,0
20230804,80,24,2,0
20230804,80,39,13,1
20230804,81,5,16,0
20230804,81,17,3,1
20230804,81,24,1,0
20230804,81,37,1,0
20230804,81,39,5,0
20230804,82,3,1,0
20230804,82,5,52,1
20230804,82,8,3,0
20230804,82,24,2,0
20230804,82,37,18,0
20230804,82,39,29,1
20230804,83,1,1,0
20230804,83,5,8,0
20230804,83,8,3,0
20230804,83,14,1,0
20230804,83,24,4,1
20230804,83,37,2,0
20230804,83,39,16,0
20230804,84,5,11,1
20230804,84,39,6,0
